Actual Price,Predicted Price
467000.0,553194.5653065443
925000.0,913754.5653065443
780000.0,692410.5653065443
299950.0,325290.5653065443
255000.0,234202.5653065443
300000.0,656922.5653065443
795000.0,964858.5653065443
249000.0,153626.5653065443
475500.0,564906.5653065443
505000.0,711578.5653065443
325000.0,539338.5653065443
160000.0,168914.5653065443
270000.0,191018.5653065443
525000.0,472682.5653065443
305000.0,427994.5653065443
439000.0,693498.5653065443
257000.0,689338.5653065443
556000.0,509818.5653065443
635000.0,563466.5653065443
465000.0,685722.5653065443
756000.0,533594.5653065443
568000.0,477162.5653065443
1695000.0,879738.5653065443
345000.0,511642.5653065443
760369.0,717050.5653065443
400000.0,337930.5653065443
315500.0,463722.5653065443
380000.0,367658.5653065443
220000.0,174442.5653065443
241000.0,135802.5653065443
350000.0,394426.5653065443
375000.0,370970.5653065443
276000.0,287346.5653065443
838000.0,687866.5653065443
445000.0,551354.5653065443
449500.0,678810.5653065443
785000.0,407450.5653065443
255000.0,128370.5653065443
1950000.0,2026138.5653065443
600000.0,535738.5653065443
434900.0,429770.5653065443
654000.0,710650.5653065443
480000.0,346538.5653065443
315000.0,356730.5653065443
765000.0,909146.5653065443
293000.0,274634.5653065443
490000.0,452858.5653065443
1265000.0,794330.5653065443
300000.0,344906.5653065443
415000.0,739258.5653065443
625000.0,604666.5653065443
690000.0,834394.5653065443
590000.0,653242.5653065443
320900.0,289370.5653065443
292000.0,408954.5653065443
658100.0,672922.5653065443
420000.0,532026.5653065443
253000.0,336874.5653065443
330000.0,415274.5653065443
360000.0,541338.5653065443
265000.0,87626.5653065443
671000.0,615930.5653065443
776000.0,577034.5653065443
775000.0,778842.5653065443
715000.0,443818.5653065443
535000.0,676186.5653065443
418500.0,557690.5653065443
269950.0,176698.5653065443
352000.0,415546.5653065443
549000.0,437370.5653065443
485000.0,560698.5653065443
592500.0,389194.5653065443
557000.0,476506.5653065443
400000.0,455338.5653065443
1385000.0,1167642.5653065443
1200000.0,797114.5653065443
469950.0,661050.5653065443
244000.0,481034.5653065443
377000.0,471642.5653065443
315000.0,280490.5653065443
240000.0,202522.5653065443
360000.0,324026.5653065443
370000.0,607002.5653065443
420000.0,507450.5653065443
296500.0,314602.5653065443
426000.0,234010.5653065443
330000.0,260866.5653065443
510000.0,448090.5653065443
389999.0,307690.5653065443
275000.0,203690.5653065443
429000.0,351034.5653065443
900000.0,1071482.5653065443
872500.0,613018.5653065443
372500.0,427306.5653065443
2650000.0,1564442.5653065443
813500.0,669466.5653065443
605000.0,631002.5653065443
487000.0,715450.5653065443
274900.0,231466.5653065443
799900.0,1099002.5653065443
183750.0,333498.5653065443
406100.0,471130.5653065443
344950.0,427626.5653065443
635000.0,719258.5653065443
396000.0,461290.5653065443
600000.0,870746.5653065443
749500.0,592762.5653065443
471000.0,341034.5653065443
175000.0,156458.5653065443
690000.0,763962.5653065443
305000.0,366458.5653065443
440000.0,453194.5653065443
308000.0,255866.5653065443
410000.0,469850.5653065443
950000.0,911450.5653065443
735000.0,1000602.5653065443
450000.0,626778.5653065443
550000.0,734234.5653065443
375000.0,469690.5653065443
1070000.0,1247610.5653065443
225000.0,351146.5653065443
299900.0,425130.5653065443
700180.0,564074.5653065443
660000.0,862522.5653065443
710000.0,748762.5653065443
772500.0,913722.5653065443
560000.0,1240826.5653065443
599000.0,667002.5653065443
459900.0,587706.5653065443
837700.0,926714.5653065443
253500.0,245882.5653065443
364950.0,606074.5653065443
808000.0,747866.5653065443
450000.0,423450.5653065443
380000.0,574922.5653065443
734000.0,1032538.5653065443
615000.0,528090.5653065443
499500.0,741370.5653065443
475000.0,671130.5653065443
830200.0,747642.5653065443
445000.0,523258.5653065443
382000.0,555706.5653065443
2160000.0,1230970.5653065443
730000.0,547418.5653065443
360000.0,410522.5653065443
435000.0,507626.5653065443
337000.0,278714.5653065443
635000.0,649514.5653065443
331500.0,295962.5653065443
115000.0,-42029.434693455696
591500.0,454378.5653065443
420000.0,227658.5653065443
255544.0,382346.5653065443
300000.0,395978.5653065443
615000.0,463946.5653065443
559000.0,617226.5653065443
499950.0,419650.5653065443
324950.0,390298.5653065443
365000.0,507978.5653065443
448500.0,369466.5653065443
439000.0,801754.5653065443
365000.0,289298.5653065443
540000.0,643802.5653065443
375000.0,618794.5653065443
430000.0,440858.5653065443
450000.0,488362.5653065443
539950.0,419562.5653065443
550000.0,474842.5653065443
339950.0,180570.5653065443
540000.0,560458.5653065443
290000.0,356282.5653065443
305240.0,458938.5653065443
441500.0,494634.5653065443
1406890.0,850458.5653065443
998000.0,646586.5653065443
530000.0,672858.5653065443
514700.0,466538.5653065443
370000.0,632538.5653065443
1220000.0,876794.5653065443
495000.0,490426.5653065443
260000.0,288266.5653065443
299250.0,539962.5653065443
445000.0,709978.5653065443
865000.0,950330.5653065443
262000.0,372122.5653065443
1050000.0,996122.5653065443
332888.0,393242.5653065443
1345000.0,1227386.5653065443
850000.0,403434.5653065443
399950.0,450666.5653065443
540000.0,428602.5653065443
1050000.0,1160794.5653065443
716125.0,731226.5653065443
350000.0,523466.5653065443
400000.0,294298.5653065443
179900.0,59338.565306544304
515000.0,369898.5653065443
257000.0,463674.5653065443
373000.0,640218.5653065443
319950.0,271786.5653065443
1025000.0,1471258.5653065443
588000.0,507354.5653065443
752500.0,696378.5653065443
325250.0,347642.5653065443
349500.0,432410.5653065443
278000.0,254154.5653065443
419000.0,425610.5653065443
400000.0,619354.5653065443
620000.0,577770.5653065443
763000.0,560842.5653065443
640000.0,741754.5653065443
365000.0,527418.5653065443
945800.0,792954.5653065443
225000.0,180602.5653065443
325000.0,369450.5653065443
315500.0,425370.5653065443
418000.0,344922.5653065443
700000.0,621946.5653065443
3075000.0,2054170.5653065443
278000.0,262954.5653065443
504058.0,627450.5653065443
589950.0,756634.5653065443
410000.0,587834.5653065443
970500.0,622042.5653065443
356000.0,375658.5653065443
870000.0,738106.5653065443
675000.0,826074.5653065443
325000.0,288618.5653065443
200000.0,341674.5653065443
442500.0,450058.5653065443
239000.0,146930.5653065443
210000.0,217850.5653065443
535000.0,451946.5653065443
675000.0,816826.5653065443
484950.0,467850.5653065443
303000.0,306090.5653065443
1054710.0,1228250.5653065443
565000.0,583066.5653065443
364000.0,579066.5653065443
700000.0,790714.5653065443
542000.0,524106.5653065443
524950.0,536698.5653065443
219950.0,170746.5653065443
665000.0,655418.5653065443
280000.0,252618.5653065443
1115000.0,972794.5653065443
240000.0,411946.5653065443
582500.0,507306.5653065443
625000.0,670682.5653065443
2250000.0,1652250.5653065443
289950.0,345386.5653065443
360000.0,489018.5653065443
435000.0,250026.5653065443
529000.0,383834.5653065443
480000.0,340330.5653065443
640000.0,723162.5653065443
219000.0,117226.5653065443
257000.0,207002.5653065443
315000.0,283994.5653065443
425000.0,418634.5653065443
332000.0,330538.5653065443
517000.0,519242.5653065443
219950.0,51690.565306544304
438000.0,459738.5653065443
1030000.0,1021818.5653065443
585000.0,721594.5653065443
306000.0,271706.5653065443
389000.0,601626.5653065443
765000.0,1013466.5653065443
350000.0,453722.5653065443
625000.0,618714.5653065443
299950.0,272346.5653065443
397000.0,437418.5653065443
423000.0,284138.5653065443
469000.0,318762.5653065443
560000.0,593242.5653065443
635000.0,543578.5653065443
250750.0,369338.5653065443
1225000.0,995642.5653065443
739000.0,738394.5653065443
625000.0,639674.5653065443
432000.0,697658.5653065443
645000.0,652218.5653065443
238000.0,350106.5653065443
390000.0,580570.5653065443
520000.0,417546.5653065443
390000.0,386338.5653065443
248000.0,414762.5653065443
235000.0,319418.5653065443
399700.0,311530.5653065443
1000000.0,1070170.5653065443
315000.0,437018.5653065443
313500.0,408490.5653065443
1500000.0,1030138.5653065443
705000.0,584202.5653065443
430000.0,465898.5653065443
857000.0,1011194.5653065443
561000.0,550682.5653065443
400000.0,517418.5653065443
550000.0,718938.5653065443
142000.0,-377177.4346934557
720000.0,793562.5653065443
438000.0,422442.5653065443
247800.0,350890.5653065443
420000.0,687098.5653065443
465000.0,501210.5653065443
325000.0,651130.5653065443
292000.0,382746.5653065443
654300.0,746650.5653065443
866800.0,987706.5653065443
432500.0,527098.5653065443
490000.0,426634.5653065443
476900.0,236506.5653065443
420000.0,412186.5653065443
327500.0,283058.5653065443
827500.0,521930.5653065443
329950.0,320426.5653065443
450000.0,470522.5653065443
430760.0,475002.5653065443
431000.0,588522.5653065443
899000.0,667258.5653065443
1180000.0,927514.5653065443
245000.0,235914.5653065443
990000.0,850810.5653065443
411000.0,511562.5653065443
845000.0,425914.5653065443
766000.0,732698.5653065443
588000.0,469354.5653065443
530000.0,542234.5653065443
405000.0,507322.5653065443
277700.0,438778.5653065443
196500.0,166266.5653065443
399950.0,464458.5653065443
650000.0,923322.5653065443
295000.0,94506.5653065443
163800.0,262314.5653065443
313000.0,325674.5653065443
238000.0,187866.5653065443
1700000.0,1024602.5653065443
539950.0,429818.5653065443
200000.0,193234.5653065443
264950.0,210826.5653065443
350000.0,390170.5653065443
192000.0,117722.5653065443
320000.0,342554.5653065443
353500.0,281386.5653065443
330000.0,390794.5653065443
295000.0,367082.5653065443
408000.0,460602.5653065443
299000.0,163978.5653065443
290000.0,313994.5653065443
835000.0,994970.5653065443
178000.0,40938.565306544304
355000.0,464650.5653065443
510000.0,783162.5653065443
294000.0,319322.5653065443
325000.0,442330.5653065443
452000.0,581274.5653065443
588000.0,570010.5653065443
550000.0,514682.5653065443
374000.0,349594.5653065443
438500.0,384538.5653065443
469950.0,589498.5653065443
755000.0,782778.5653065443
590300.0,343626.5653065443
350000.0,604730.5653065443
514500.0,789338.5653065443
215000.0,176026.5653065443
454000.0,546138.5653065443
689000.0,962554.5653065443
475000.0,412410.5653065443
469000.0,491034.5653065443
430000.0,425130.5653065443
839990.0,991002.5653065443
402000.0,593114.5653065443
380000.0,419578.5653065443
240000.0,266506.5653065443
370000.0,329226.5653065443
702500.0,608026.5653065443
399950.0,395002.5653065443
485000.0,484874.5653065443
657000.0,515050.5653065443
254000.0,367354.5653065443
309950.0,271610.5653065443
2400000.0,1822650.5653065443
430000.0,458474.5653065443
250000.0,318426.5653065443
792000.0,639642.5653065443
530200.0,479626.5653065443
568000.0,465978.5653065443
472500.0,543274.5653065443
460000.0,559978.5653065443
300000.0,241258.5653065443
449950.0,719642.5653065443
810000.0,927002.5653065443
227500.0,253610.5653065443
281000.0,280586.5653065443
356250.0,459258.5653065443
373000.0,545690.5653065443
420000.0,623530.5653065443
925000.0,730842.5653065443
312620.0,251050.5653065443
435000.0,421722.5653065443
602000.0,684186.5653065443
929000.0,1086970.5653065443
225000.0,181322.5653065443
261000.0,218858.5653065443
515000.0,519770.5653065443
580000.0,421658.5653065443
728000.0,861658.5653065443
150000.0,107646.5653065443
1120280.0,842458.5653065443
597750.0,547834.5653065443
216000.0,289402.5653065443
277000.0,228858.5653065443
440000.0,62154.565306544304
348450.0,369466.5653065443
653000.0,823802.5653065443
213400.0,239626.5653065443
770000.0,560826.5653065443
590000.0,387018.5653065443
427500.0,338538.5653065443
800000.0,609530.5653065443
1450000.0,1418714.5653065443
570000.0,744954.5653065443
344000.0,439194.5653065443
544000.0,509290.5653065443
841000.0,834170.5653065443
155000.0,190250.5653065443
757500.0,709498.5653065443
675000.0,509098.5653065443
300000.0,563930.5653065443
737000.0,748474.5653065443
210000.0,193282.5653065443
1770000.0,930138.5653065443
349990.0,246074.5653065443
290000.0,369290.5653065443
403000.0,430474.5653065443
749950.0,958234.5653065443
815241.0,541018.5653065443
330000.0,518714.5653065443
360000.0,653018.5653065443
270000.0,356138.5653065443
1459000.0,1192602.5653065443
665000.0,792890.5653065443
375000.0,453802.5653065443
149500.0,147106.5653065443
465000.0,634202.5653065443
1110000.0,2018394.5653065443
262000.0,157402.5653065443
950000.0,1053978.5653065443
657500.0,784698.5653065443
275000.0,494490.5653065443
400000.0,596474.5653065443
223000.0,278362.5653065443
187500.0,11898.565306544304
330000.0,340186.5653065443
254950.0,228554.5653065443
270000.0,204090.5653065443
419950.0,562506.5653065443
362764.0,432298.5653065443
1225000.0,1016634.5653065443
400000.0,296778.5653065443
356000.0,447578.5653065443
453000.0,324362.5653065443
387000.0,312554.5653065443
163500.0,168274.5653065443
475000.0,692570.5653065443
599950.0,474954.5653065443
610000.0,489610.5653065443
817000.0,658554.5653065443
367777.0,436970.5653065443
214950.0,257114.5653065443
1010000.0,542346.5653065443
203000.0,233914.5653065443
339000.0,360586.5653065443
390000.0,500762.5653065443
503000.0,412306.5653065443
255000.0,401658.5653065443
258000.0,173626.5653065443
703770.0,691482.5653065443
230000.0,148058.5653065443
149000.0,53370.565306544304
310000.0,306170.5653065443
291000.0,197578.5653065443
580000.0,867482.5653065443
1500000.0,1193050.5653065443
382888.0,254858.5653065443
279950.0,314842.5653065443
601002.0,603994.5653065443
565000.0,757594.5653065443
462500.0,364634.5653065443
390000.0,463962.5653065443
445000.0,472570.5653065443
500000.0,453802.5653065443
309000.0,178314.5653065443
833000.0,769754.5653065443
352750.0,314874.5653065443
500000.0,600218.5653065443
225000.0,105114.5653065443
1289000.0,992762.5653065443
408474.0,469818.5653065443
405000.0,453482.5653065443
565000.0,593642.5653065443
827000.0,645450.5653065443
1038000.0,710618.5653065443
750000.0,858874.5653065443
234000.0,161954.5653065443
840000.0,755930.5653065443
240000.0,380746.5653065443
310000.0,634202.5653065443
430000.0,472890.5653065443
687000.0,648890.5653065443
593777.0,464890.5653065443
154000.0,113162.5653065443
605000.0,429530.5653065443
795000.0,941786.5653065443
435000.0,589338.5653065443
235000.0,194650.5653065443
381000.0,497114.5653065443
661000.0,652842.5653065443
250000.0,119002.5653065443
506000.0,710618.5653065443
289500.0,148466.5653065443
372000.0,499002.5653065443
337000.0,367962.5653065443
963990.0,1039674.5653065443
337000.0,474874.5653065443
675000.0,1030266.5653065443
578000.0,450442.5653065443
390000.0,400602.5653065443
423500.0,648426.5653065443
240000.0,149242.5653065443
640000.0,512890.5653065443
375000.0,533466.5653065443
912000.0,1064122.5653065443
535000.0,340202.5653065443
205000.0,129754.5653065443
530000.0,701786.5653065443
965000.0,1160666.5653065443
310000.0,373050.5653065443
410000.0,469258.5653065443
1300000.0,577658.5653065443
530000.0,415834.5653065443
554000.0,659322.5653065443
670000.0,537962.5653065443
431000.0,494394.5653065443
466000.0,678970.5653065443
292000.0,375290.5653065443
760000.0,831354.5653065443
405000.0,622266.5653065443
779950.0,897978.5653065443
583000.0,920378.5653065443
272000.0,228570.5653065443
306000.0,310634.5653065443
502500.0,535258.5653065443
622500.0,858266.5653065443
400000.0,520554.5653065443
333000.0,436858.5653065443
279000.0,160970.5653065443
319900.0,508826.5653065443
842500.0,633562.5653065443
309212.0,229898.5653065443
645000.0,624154.5653065443
465000.0,725754.5653065443
524000.0,446826.5653065443
850000.0,720122.5653065443
813000.0,591066.5653065443
536650.0,675338.5653065443
535000.0,397226.5653065443
460000.0,405018.5653065443
1000000.0,1205786.5653065443
627500.0,425690.5653065443
980000.0,893562.5653065443
460000.0,381786.5653065443
315000.0,370234.5653065443
487585.0,559258.5653065443
820000.0,1532570.5653065443
250000.0,693018.5653065443
426000.0,561258.5653065443
772650.0,598554.5653065443
1191000.0,692666.5653065443
415000.0,433722.5653065443
869000.0,1048762.5653065443
2900000.0,1446554.5653065443
520000.0,418938.5653065443
950000.0,932250.5653065443
1325000.0,619610.5653065443
245000.0,274498.5653065443
549950.0,487978.5653065443
935000.0,986138.5653065443
198400.0,155578.5653065443
329950.0,437530.5653065443
790000.0,704250.5653065443
320000.0,311146.5653065443
527900.0,746842.5653065443
2000000.0,1083834.5653065443
459000.0,349402.5653065443
425000.0,479290.5653065443
464500.0,524762.5653065443
796000.0,1004474.5653065443
568000.0,505050.5653065443
1335000.0,1015610.5653065443
1225000.0,1238426.5653065443
247500.0,211690.5653065443
273000.0,237050.5653065443
437000.0,496634.5653065443
435000.0,456186.5653065443
675000.0,727322.5653065443
375000.0,561850.5653065443
657500.0,484330.5653065443
3400000.0,1231770.5653065443
490000.0,637578.5653065443
287500.0,365322.5653065443
637000.0,560298.5653065443
449500.0,569002.5653065443
935000.0,736442.5653065443
449950.0,736890.5653065443
245000.0,205322.5653065443
273000.0,424602.5653065443
417200.0,303010.5653065443
515000.0,707866.5653065443
414000.0,140026.5653065443
470500.0,584922.5653065443
630000.0,532730.5653065443
580000.0,487546.5653065443
619500.0,562202.5653065443
475000.0,402714.5653065443
302000.0,266698.5653065443
189000.0,103210.5653065443
930000.0,645050.5653065443
390000.0,363354.5653065443
653000.0,781306.5653065443
500000.0,477754.5653065443
235000.0,453178.5653065443
1165000.0,961626.5653065443
571000.0,689178.5653065443
765000.0,982330.5653065443
1998000.0,1235386.5653065443
498445.0,673434.5653065443
179500.0,159514.5653065443
277500.0,398170.5653065443
340000.0,414154.5653065443
498000.0,467578.5653065443
450000.0,442426.5653065443
189900.0,-32525.434693455696
565000.0,399722.5653065443
250000.0,342218.5653065443
589000.0,529402.5653065443
450000.0,537082.5653065443
604700.0,822490.5653065443
546500.0,602106.5653065443
330000.0,563418.5653065443
700000.0,645562.5653065443
524000.0,491514.5653065443
210000.0,269386.5653065443
490500.0,774810.5653065443
1928000.0,1243514.5653065443
455000.0,425162.5653065443
577000.0,428890.5653065443
4208000.0,1861530.5653065443
660000.0,480730.5653065443
426000.0,481242.5653065443
613000.0,350810.5653065443
500000.0,403530.5653065443
334950.0,323818.5653065443
327000.0,305498.5653065443
415000.0,591770.5653065443
829000.0,892474.5653065443
305000.0,381498.5653065443
460000.0,372810.5653065443
171000.0,209962.5653065443
440000.0,514234.5653065443
3204000.0,1553114.5653065443
500000.0,428538.5653065443
335000.0,199066.5653065443
255000.0,238874.5653065443
760000.0,789498.5653065443
999000.0,841690.5653065443
774950.0,803610.5653065443
355000.0,494794.5653065443
376000.0,429034.5653065443
335000.0,408378.5653065443
572000.0,421834.5653065443
625000.0,575258.5653065443
640000.0,573882.5653065443
719000.0,565098.5653065443
438750.0,505002.5653065443
610000.0,659290.5653065443
300000.0,151450.5653065443
365000.0,644922.5653065443
589000.0,499722.5653065443
375000.0,339402.5653065443
380000.0,452378.5653065443
460940.0,670650.5653065443
1575000.0,1424762.5653065443
980000.0,1200794.5653065443
430000.0,316074.5653065443
371000.0,486810.5653065443
510000.0,605306.5653065443
522500.0,565210.5653065443
865000.0,957338.5653065443
700000.0,387194.5653065443
664000.0,731418.5653065443
1120000.0,759034.5653065443
530000.0,247722.5653065443
399900.0,517594.5653065443
319950.0,329834.5653065443
440000.0,613866.5653065443
153000.0,159290.5653065443
818500.0,1158106.5653065443
232000.0,227482.5653065443
344000.0,439194.5653065443
290000.0,448410.5653065443
412000.0,439898.5653065443
435000.0,681402.5653065443
224097.0,111674.5653065443
348500.0,532522.5653065443
717500.0,753162.5653065443
480000.0,422042.5653065443
3850000.0,2344410.5653065443
315000.0,418330.5653065443
905000.0,918138.5653065443
469000.0,732698.5653065443
529000.0,331914.5653065443
970000.0,815098.5653065443
450000.0,276178.5653065443
1095000.0,793210.5653065443
527550.0,115786.5653065443
1389000.0,886042.5653065443
575000.0,563930.5653065443
309600.0,104458.5653065443
655000.0,793658.5653065443
980000.0,593370.5653065443
240000.0,286490.5653065443
619500.0,499706.5653065443
440000.0,379850.5653065443
219000.0,29538.565306544304
271310.0,202690.5653065443
950000.0,832410.5653065443
299000.0,281330.5653065443
306000.0,483770.5653065443
250000.0,346650.5653065443
366000.0,491866.5653065443
477000.0,487210.5653065443
251000.0,148090.5653065443
902500.0,774330.5653065443
345000.0,230522.5653065443
350000.0,505018.5653065443
278000.0,344058.5653065443
422500.0,316394.5653065443
765000.0,668986.5653065443
550000.0,518954.5653065443
923990.0,993786.5653065443
645000.0,599658.5653065443
412250.0,541866.5653065443
255000.0,243306.5653065443
2250000.0,1261338.5653065443
455000.0,381386.5653065443
915000.0,724826.5653065443
496000.0,586650.5653065443
389000.0,477450.5653065443
1582500.0,1195706.5653065443
880000.0,701146.5653065443
261000.0,187546.5653065443
575000.0,417578.5653065443
380000.0,221258.5653065443
440000.0,420634.5653065443
430000.0,515610.5653065443
627500.0,631610.5653065443
988990.0,1068890.5653065443
380000.0,420090.5653065443
353000.0,374714.5653065443
1080000.0,955450.5653065443
315000.0,303530.5653065443
475000.0,445130.5653065443
365000.0,280826.5653065443
380000.0,503562.5653065443
225000.0,142442.5653065443
865000.0,763130.5653065443
495000.0,428378.5653065443
250000.0,361530.5653065443
450000.0,408010.5653065443
551000.0,374202.5653065443
490000.0,667418.5653065443
544000.0,501386.5653065443
605000.0,490762.5653065443
342000.0,469034.5653065443
470950.0,726490.5653065443
651500.0,411034.5653065443
464000.0,503034.5653065443
255000.0,420434.5653065443
668000.0,872954.5653065443
540000.0,533050.5653065443
325000.0,262058.5653065443
555000.0,541738.5653065443
424950.0,569882.5653065443
215000.0,269402.5653065443
449950.0,440122.5653065443
394900.0,481962.5653065443
650000.0,519530.5653065443
467000.0,440042.5653065443
524000.0,373450.5653065443
365000.0,421754.5653065443
808000.0,669530.5653065443
330000.0,585178.5653065443
166600.0,182538.5653065443
312000.0,526074.5653065443
237500.0,310202.5653065443
216500.0,120914.5653065443
489950.0,403690.5653065443
375950.0,385594.5653065443
420000.0,362306.5653065443
340000.0,293978.5653065443
834538.0,852250.5653065443
800000.0,916762.5653065443
316000.0,198634.5653065443
800000.0,596458.5653065443
310000.0,408762.5653065443
225000.0,310546.5653065443
545000.0,701178.5653065443
274950.0,363530.5653065443
468000.0,699994.5653065443
425000.0,544138.5653065443
425000.0,726362.5653065443
610000.0,537962.5653065443
537250.0,786810.5653065443
579950.0,492810.5653065443
417250.0,527354.5653065443
550000.0,600506.5653065443
901000.0,1098746.5653065443
2600000.0,1811194.5653065443
275000.0,250314.5653065443
265000.0,337098.5653065443
485000.0,587322.5653065443
1835000.0,1374362.5653065443
355000.0,429850.5653065443
270000.0,341130.5653065443
545000.0,559194.5653065443
691000.0,917274.5653065443
150000.0,183602.5653065443
549000.0,567530.5653065443
430000.0,274850.5653065443
565000.0,765690.5653065443
560000.0,686106.5653065443
1267500.0,1158298.5653065443
460000.0,378330.5653065443
775000.0,1026586.5653065443
525000.0,826586.5653065443
209977.0,269834.5653065443
305000.0,323706.5653065443
437000.0,450586.5653065443
414500.0,384394.5653065443
435000.0,708954.5653065443
530000.0,605850.5653065443
235000.0,310234.5653065443
304500.0,389482.5653065443
850000.0,998586.5653065443
390000.0,301162.5653065443
739000.0,799482.5653065443
375000.0,476410.5653065443
499950.0,460810.5653065443
660000.0,712666.5653065443
1050000.0,782106.5653065443
455000.0,346554.5653065443
453000.0,500346.5653065443
483000.0,701818.5653065443
1470000.0,864186.5653065443
695000.0,736826.5653065443
890000.0,1115482.5653065443
255000.0,313914.5653065443
1007500.0,870362.5653065443
294950.0,441266.5653065443
975000.0,992954.5653065443
538200.0,531402.5653065443
510000.0,783226.5653065443
305500.0,459802.5653065443
372500.0,532394.5653065443
1590000.0,890522.5653065443
655000.0,496314.5653065443
251000.0,273194.5653065443
699188.0,796666.5653065443
520000.0,531146.5653065443
277500.0,109386.5653065443
239950.0,172346.5653065443
569950.0,502058.5653065443
252000.0,219034.5653065443
425000.0,446746.5653065443
810000.0,811610.5653065443
278000.0,304330.5653065443
305000.0,325130.5653065443
800000.0,762234.5653065443
605000.0,898490.5653065443
255000.0,284298.5653065443
700000.0,606890.5653065443
410000.0,588282.5653065443
335000.0,594314.5653065443
454900.0,560826.5653065443
925000.0,1033626.5653065443
414000.0,646778.5653065443
205000.0,251722.5653065443
355000.0,300986.5653065443
429000.0,471162.5653065443
489000.0,459930.5653065443
210000.0,264858.5653065443
690000.0,548458.5653065443
450000.0,203722.5653065443
400000.0,386090.5653065443
647500.0,459370.5653065443
463000.0,521562.5653065443
540000.0,780410.5653065443
360000.0,257274.5653065443
856000.0,651194.5653065443
402000.0,543194.5653065443
263500.0,149818.5653065443
368000.0,440970.5653065443
500000.0,565018.5653065443
315000.0,334842.5653065443
500000.0,692090.5653065443
213000.0,257218.5653065443
820000.0,600954.5653065443
1550000.0,1620122.5653065443
635000.0,686042.5653065443
419000.0,407418.5653065443
399950.0,555962.5653065443
500000.0,459930.5653065443
275000.0,374730.5653065443
650000.0,768826.5653065443
921800.0,919962.5653065443
617450.0,440410.5653065443
221700.0,298218.5653065443
706000.0,688410.5653065443
269900.0,323338.5653065443
471000.0,626234.5653065443
243500.0,349754.5653065443
380000.0,563482.5653065443
1228000.0,1781018.5653065443
645000.0,423018.5653065443
770000.0,934906.5653065443
609000.0,1128474.5653065443
522000.0,577466.5653065443
888550.0,1077754.5653065443
324000.0,549674.5653065443
575000.0,619578.5653065443
190000.0,81690.5653065443
519500.0,547130.5653065443
458000.0,659130.5653065443
715000.0,867738.5653065443
393000.0,429290.5653065443
649000.0,871802.5653065443
210000.0,210154.5653065443
270000.0,231194.5653065443
399950.0,454074.5653065443
256000.0,234298.5653065443
960000.0,1346250.5653065443
329445.0,257938.5653065443
721500.0,982938.5653065443
355000.0,480090.5653065443
680000.0,386202.5653065443
510000.0,374986.5653065443
400000.0,537690.5653065443
670000.0,396842.5653065443
690000.0,788602.5653065443
305000.0,488602.5653065443
2250000.0,1035962.5653065443
297500.0,395642.5653065443
344500.0,340250.5653065443
824000.0,1127002.5653065443
700000.0,519450.5653065443
490000.0,598202.5653065443
1355000.0,847130.5653065443
425000.0,494186.5653065443
210000.0,229050.5653065443
311000.0,402970.5653065443
379000.0,452090.5653065443
228000.0,228306.5653065443
480000.0,988474.5653065443
1735000.0,1404378.5653065443
464000.0,355482.5653065443
800000.0,975002.5653065443
575575.0,461930.5653065443
